symbol,entry_time,entry_price,pnl_pct,exit_candles,exit_reason,tp1_hit,tp2_hit
BTC/USDT,03-19 12:45,69290.2,-0.020000000000000056,31,SL_HIT_100%,False,False
BTC/USDT,03-19 22:30,70068.7,-0.01014718412072723,50,TIMEOUT,False,False
BTC/USDT,03-20 02:30,70276.0,0.00719164437361253,50,TIMEOUT_PROFIT,False,False
BTC/USDT,03-20 14:00,69809.2,-0.012936690292970066,50,TIMEOUT,False,False
BTC/USDT,03-20 17:15,69653.3,-0.015176596083746085,50,TIMEOUT,False,False
BTC/USDT,03-21 18:15,70406.3,0.01885858225755372,50,TIMEOUT_PROFIT,True,False
BTC/USDT,03-21 21:30,70342.2,0.0213687089684428,50,TIMEOUT_PROFIT,True,False
BTC/USDT,03-22 07:30,68947.4,0.008863278383231149,50,TIMEOUT_PROFIT,False,False
BTC/USDT,03-22 10:30,68618.6,0.004210228713497633,50,TIMEOUT_PROFIT,False,False
BTC/USDT,03-22 17:45,68670.1,0.001333913886830015,50,TIMEOUT_PROFIT,False,False
BTC/USDT,03-23 00:30,67684.4,-0.019999999999999924,42,SL_HIT_100%,False,False
BTC/USDT,03-23 06:30,67819.3,-0.01999999999999998,18,SL_HIT_100%,False,False
BTC/USDT,03-23 09:15,68257.6,-0.020000000000000025,7,SL_HIT_100%,False,False
ETH/USDT,03-20 05:45,2140.55,0.006942141038518197,50,TIMEOUT_PROFIT,False,False
ETH/USDT,03-20 09:30,2145.91,-0.006854900718110283,50,TIMEOUT,False,False
ETH/USDT,03-20 11:30,2139.36,-0.0034215840251288743,50,TIMEOUT,False,False
ETH/USDT,03-20 17:15,2130.98,-0.01043182010154953,50,TIMEOUT,False,False
ETH/USDT,03-20 18:15,2125.69,-0.014117768818595262,50,TIMEOUT,False,False
ETH/USDT,03-21 23:30,2146.91,0.03,2,FULL_TP,True,True
ETH/USDT,03-22 07:30,2098.81,0.017461370967357732,50,TIMEOUT_PROFIT,True,False
ETH/USDT,03-22 18:30,2065.01,0.01673120227020697,50,TIMEOUT_PROFIT,True,False
ETH/USDT,03-22 20:45,2058.68,0.007276507276507175,50,TIMEOUT_PROFIT,False,False
ETH/USDT,03-23 00:45,2043.42,-0.01999999999999992,41,SL_HIT_100%,False,False
ETH/USDT,03-23 06:30,2033.41,-0.01999999999999992,18,SL_HIT_100%,False,False
ETH/USDT,03-23 09:00,2042.84,-0.020000000000000122,8,SL_HIT_100%,False,False
BNB/USDT,03-19 08:30,644.4,0.001862197392923544,50,TIMEOUT_PROFIT,False,False
BNB/USDT,03-19 11:30,644.2,0.00636448307978892,50,TIMEOUT_PROFIT,False,False
BNB/USDT,03-19 14:15,637.0,-0.008948194662480449,50,TIMEOUT,False,False
BNB/USDT,03-19 15:30,634.9,-0.0163805323673019,50,TIMEOUT,False,False
BNB/USDT,03-19 22:45,640.3,-0.0037482430110886947,50,TIMEOUT,False,False
BNB/USDT,03-19 23:15,640.1,-0.0021871582565223826,50,TIMEOUT,False,False
BNB/USDT,03-20 05:15,642.7,0.0037342461490588,50,TIMEOUT_PROFIT,False,False
BNB/USDT,03-20 09:15,641.8,0.0,50,TIMEOUT,False,False
BNB/USDT,03-20 17:15,639.2,-0.00500625782227774,50,TIMEOUT,False,False
BNB/USDT,03-20 18:15,638.1,-0.008149192916470666,50,TIMEOUT,False,False
BNB/USDT,03-21 01:00,642.2,-0.0026471504204296664,50,TIMEOUT,False,False
BNB/USDT,03-21 22:00,641.6,0.019351620947630925,50,TIMEOUT_PROFIT,True,False
BNB/USDT,03-21 23:15,641.5,0.020522213561964146,50,TIMEOUT_PROFIT,True,False
BNB/USDT,03-22 07:45,632.2,0.004745333755140778,50,TIMEOUT_PROFIT,False,False
BNB/USDT,03-22 10:00,630.6,0.0036473200126864386,50,TIMEOUT_PROFIT,False,False
BNB/USDT,03-22 18:30,629.2,0.010489510489510525,50,TIMEOUT_PROFIT,False,False
BNB/USDT,03-22 21:00,624.3,0.0009610764055740976,50,TIMEOUT_PROFIT,False,False
BNB/USDT,03-23 00:30,624.4,-0.02000000000000009,42,SL_HIT_100%,False,False
BNB/USDT,03-23 06:30,622.5,-0.020000000000000073,18,SL_HIT_100%,False,False
BNB/USDT,03-24 05:15,627.8,-0.01306148454921957,32,TIMEOUT,False,False
XRP/USDT,03-20 19:30,1.4333,-0.007674597083653038,50,TIMEOUT,False,False
XRP/USDT,03-21 01:30,1.4433,-0.0004157139887756765,50,TIMEOUT,False,False
XRP/USDT,03-21 04:30,1.4446,0.006783884812404839,50,TIMEOUT_PROFIT,False,False
XRP/USDT,03-21 09:15,1.439,-0.000694927032661494,50,TIMEOUT,False,False
XRP/USDT,03-21 13:30,1.4367,0.019013711978840407,50,TIMEOUT_PROFIT,True,False
XRP/USDT,03-21 14:45,1.4366,0.015116246693582122,50,TIMEOUT_PROFIT,True,False
XRP/USDT,03-21 19:30,1.4369,0.022457373512422593,50,TIMEOUT_PROFIT,True,False
XRP/USDT,03-21 23:00,1.4372,0.025551071527971043,50,TIMEOUT_PROFIT,True,False
XRP/USDT,03-22 06:00,1.4107,0.0188254058268945,50,TIMEOUT_PROFIT,True,False
XRP/USDT,03-22 06:45,1.4108,0.02017153388148566,50,TIMEOUT_PROFIT,True,False
XRP/USDT,03-22 07:30,1.4075,0.013996447602131475,50,TIMEOUT_PROFIT,False,False
XRP/USDT,03-22 15:45,1.3926,0.004954760878931587,50,TIMEOUT_PROFIT,False,False
XRP/USDT,03-22 17:30,1.3919,0.0069688914433506865,50,TIMEOUT_PROFIT,False,False
XRP/USDT,03-22 21:00,1.3783,0.009722121453965086,50,TIMEOUT_PROFIT,False,False
