symbol,entry_time,entry_price,pnl_pct,exit_candles,exit_reason,range_position,distribution_score,entry_reason
XRP/USDT,544,2.9695,0.125,5,TP4_HIT,0.6340206185567011,40,upper_zone(0.63)
XRP/USDT,549,2.3586,0.03584647672348003,30,TIMEOUT_PROFIT,0.6003663398340696,60,"upper_zone(0.60),rsi_bear,vol_spike"
XRP/USDT,553,2.5028,0.09306976186670932,30,TIMEOUT_PROFIT,0.6780519340588299,60,"upper_zone(0.68),rsi_bear,vol_spike"
XRP/USDT,557,2.36,0.07908898305084744,30,TIMEOUT_PROFIT,0.6011205689042128,50,"upper_zone(0.60),rsi_bear"
XRP/USDT,561,2.3647,0.125,30,TP4_HIT,0.6054465877775977,50,"upper_zone(0.61),rsi_bear"
XRP/USDT,565,2.6464,0.125,9,TP4_HIT,0.7979286405280828,40,upper_zone(0.80)
XRP/USDT,570,2.5093,0.125,20,TP4_HIT,0.6286894923258562,50,"upper_zone(0.63),rsi_bear"
XRP/USDT,580,2.526,0.125,10,TP4_HIT,0.7274167987321708,60,"upper_zone(0.73),ema_bear"
XRP/USDT,609,2.1063,0.07299411289939704,30,TIMEOUT_PROFIT,0.6134164695764356,70,"upper_zone(0.61),ema_bear,rsi_bear"
XRP/USDT,635,2.0908,0.125,27,TP4_HIT,0.9148997134670498,80,"upper_zone(0.91),near_top,ema_bear"
XRP/USDT,706,1.5428,0.10409968887736584,13,END_OF_DATA,0.9666666666666665,80,"upper_zone(0.97),near_top,ema_bear"
USDC/USDT,230,1.0001,0.0,30,TIMEOUT_LOSS,0.9000000000000111,80,"upper_zone(0.90),near_top,ema_bear"
USDC/USDT,237,0.9996,0.0,30,TIMEOUT_LOSS,0.8865979381443416,80,"upper_zone(0.89),near_top,ema_bear"
USDC/USDT,246,0.9993,0.0,30,TIMEOUT_LOSS,0.8469387755102084,90,"upper_zone(0.85),near_top,ema_bear,rsi_bear"
